Category	Mod	DevURL
Garage graphics	------4	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------5	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------6	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------7	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------8	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------9	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------10	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------11	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------12	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------13	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------14	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------15	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------16	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------17	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------18	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------19	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------20	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------21	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------22	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------23	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------24	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------25	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------26	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------27	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------28	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------29	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------30	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------31	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------32	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------33	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------34	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------35	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------36	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------37	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------38	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------39	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------40	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------41	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------42	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------43	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------44	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------45	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------46	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------47	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------48	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------49	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------50	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------51	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------52	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------53	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------54	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------55	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------56	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------57	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------58	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------59	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------60	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------61	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------62	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------63	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------64	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------65	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------66	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------67	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------68	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------69	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------70	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------71	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------72	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------73	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------74	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------75	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------76	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------77	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------78	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------79	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------80	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------81	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------82	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------83	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------84	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	----WoT Exit Screens V1 - V5 by HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/members/hawgs_mods/projects\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-20-exits-game-backgrounds\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-30-exit-game-flag-backgrounds-v2\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-12-exit-game-backgrounds-v3\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-16-exit-game-backgrounds-v4\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-30-exit-backgrounds-v5-emblems-editon\r\n\r\nhttps://wgmods.net/search/?owner=237525\r\nhttps://wgmods.net/2880/\r\nhttps://wgmods.net/2883/\r\nhttps://wgmods.net/2884/\r\nhttps://wgmods.net/2897/\r\nhttps://wgmods.net/2972/","link")
Garage graphics	------20 Exit Backgrounds V1	=HYPERLINK("https://worldoftanks.curseforge.com/members/hawgs_mods/projects\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-20-exits-game-backgrounds\r\n\r\nhttps://wgmods.net/search/?owner=237525\r\nhttps://wgmods.net/2880/\r\n","link")
Garage graphics	--------1 Black	
Garage graphics	--------1 Cross	
Garage graphics	--------3 Dragon	
Garage graphics	--------4 Elephant	
Garage graphics	--------5 Ghost	
Garage graphics	--------6 Grim	
Garage graphics	--------7 Hell Cat	
Garage graphics	--------8 Isuzu  Mine	
Garage graphics	--------9 Kashiwazaki	
Garage graphics	--------10 Marine Silhouette	
Garage graphics	--------11 Peace	
Garage graphics	--------12 Pen Up Girl	
Garage graphics	--------13 Skull	
Garage graphics	--------14 Soldier	
Garage graphics	--------15 Storm	
Garage graphics	--------16 Tank Fire	
Garage graphics	--------17 Tanks	
Garage graphics	--------18 The March	
Garage graphics	--------19 War Pigs	
Garage graphics	--------20 WoT	
Garage graphics	------30 Nation Flags Exit Backgrounds V2	=HYPERLINK("https://worldoftanks.curseforge.com/members/hawgs_mods/projects\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-30-exit-game-flag-backgrounds-v2\r\n\r\nhttps://wgmods.net/search/?owner=237525\r\nhttps://wgmods.net/2883/\r\n","link")
Garage graphics	--------Argentina	
Garage graphics	--------Australia	
Garage graphics	--------Brazil	
Garage graphics	--------Bulgaria	
Garage graphics	--------Canada	
Garage graphics	--------China	
Garage graphics	--------Croatia	
Garage graphics	--------Czech	
Garage graphics	--------France	
Garage graphics	--------Germany	
Garage graphics	--------German IronCross	
Garage graphics	--------Hungary	
Garage graphics	--------Italy	
Garage graphics	--------Japan	
Garage graphics	--------Mexico	
Garage graphics	--------Netherlands	
Garage graphics	--------New Zealand	
Garage graphics	--------Norway	
Garage graphics	--------Poland	
Garage graphics	--------Portugal	
Garage graphics	--------Romania	
Garage graphics	--------Russia	
Garage graphics	--------Serbia	
Garage graphics	--------South Korea	
Garage graphics	--------Spain	
Garage graphics	--------Sweden	
Garage graphics	--------UK	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	--------USA	
Garage graphics	--------US Rebel	
Garage graphics	--------USSR	
Garage graphics	------12 Exit Backgrounds V3	=HYPERLINK("https://worldoftanks.curseforge.com/members/hawgs_mods/projects\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-12-exit-game-backgrounds-v3\r\n\r\nhttps://wgmods.net/search/?owner=237525\r\nhttps://wgmods.net/2884/\r\n","link")
